Zone,Transport,Station,Passenger,"Date, Time"
18,Bus,Helsfyr,4971,2025-01-06 09:06 AM
19,Bus,Helsfyr,14202,2025-01-16 09:42 PM
13,Train,Skøyen,5111,2025-01-16 06:02 AM
4,Train,Sandvika,3986,2025-01-02 01:40 PM
6,Bus,Grünerløkka,6583,2025-01-01 08:07 PM
10,Bus,Grünerløkka,1185,2025-01-10 10:38 PM
12,Train,Sandvika,8082,2025-01-18 10:48 AM
15,Train,Oslo S,11105,2025-01-30 11:26 AM
9,Train,Lillestrøm,3504,2025-01-03 10:24 AM
1,Tram,Tøyen,5312,2025-01-23 04:19 PM
2,Tram,Stortinget,2613,2025-01-24 06:09 AM
7,Bus,Bislett,2792,2025-01-05 10:30 PM
18,Bus,Helsfyr,14983,2025-01-28 06:28 PM
11,Train,Skøyen,10626,2025-01-10 09:14 PM
4,Tram,Røa,7809,2025-01-11 10:09 AM
1,Tram,Ullevål Stadion,14979,2025-01-02 09:23 PM
1,Bus,Sinsen,5597,2025-01-01 01:54 PM
4,Bus,Lambertseter,6515,2025-01-08 10:00 AM
10,Train,Sandvika,11570,2025-01-15 03:29 PM
17,Tram,Majorstuen,6659,2025-01-26 07:55 AM
4,Tram,Ullevål Stadion,3026,2025-01-25 12:08 PM
1,Tram,Majorstuen,14854,2025-01-25 06:34 PM
4,Bus,Helsfyr,7174,2025-01-06 02:25 PM
10,Tram,Tøyen,5100,2025-01-09 06:17 AM
6,Train,Oslo S,4997,2025-01-09 08:02 AM
10,Tram,Ullevål Stadion,3003,2025-01-10 08:11 AM
6,Metro,Nationaltheatret,3819,2025-01-10 10:04 PM
15,Tram,Tøyen,11315,2025-01-27 10:43 PM
5,Tram,Stortinget,2076,2025-01-17 07:22 AM
7,Metro,Nationaltheatret,14625,2025-01-22 09:55 PM
18,Tram,Røa,581,2025-01-06 10:29 PM
6,Bus,Grünerløkka,11256,2025-01-18 09:26 AM
11,Metro,Furuset,3841,2025-01-09 10:48 PM
11,Tram,Stortinget,671,2025-01-16 09:53 AM
2,Bus,Grünerløkka,14223,2025-01-26 10:21 AM
18,Train,Sandvika,11475,2025-01-24 09:02 PM
18,Bus,Grorud,10129,2025-01-22 08:37 AM
10,Bus,Bislett,6075,2025-01-14 11:22 AM
18,Bus,Lambertseter,8043,2025-01-17 12:16 PM
10,Bus,Grorud,10985,2025-01-18 09:51 PM
1,Bus,Lambertseter,5521,2025-01-14 08:50 AM
4,Train,Skøyen,1561,2025-01-27 07:45 AM
20,Bus,Lambertseter,10981,2025-01-21 11:24 AM
2,Metro,Furuset,14926,2025-01-12 03:29 PM
20,Bus,Grünerløkka,3140,2025-01-12 03:07 PM
14,Bus,Sinsen,6551,2025-01-31 07:25 PM
10,Tram,Røa,5676,2025-01-15 03:16 PM
10,Metro,Jernbanetorget,8699,2025-01-11 03:50 PM
3,Train,Skøyen,7046,2025-01-11 06:12 AM
16,Train,Skøyen,2927,2025-01-30 12:41 PM
18,Bus,Bislett,6431,2025-01-02 02:48 PM
15,Tram,Stortinget,5261,2025-01-26 10:30 AM
17,Bus,Lambertseter,2260,2025-01-09 10:50 AM
16,Tram,Røa,9350,2025-01-15 12:08 PM
4,Metro,Furuset,5781,2025-01-02 04:19 PM
11,Metro,Jernbanetorget,9456,2025-01-18 08:01 AM
20,Tram,Stortinget,14859,2025-01-14 07:13 PM
17,Bus,Sinsen,12341,2025-01-18 02:21 PM
7,Bus,Grorud,10182,2025-01-20 05:24 PM
18,Tram,Tøyen,11056,2025-01-01 10:44 PM
1,Train,Lillestrøm,9982,2025-01-24 12:13 PM
10,Metro,Jernbanetorget,8692,2025-01-04 10:42 PM
10,Metro,Nationaltheatret,13594,2025-01-06 03:15 PM
14,Metro,Furuset,5350,2025-01-24 10:27 PM
1,Tram,Ullevål Stadion,13955,2025-01-04 07:21 PM
20,Train,Lillestrøm,7342,2025-01-29 01:07 PM
11,Bus,Lambertseter,13892,2025-01-24 09:28 AM
12,Metro,Jernbanetorget,1260,2025-01-20 05:16 PM
20,Train,Lillestrøm,4518,2025-01-03 08:41 PM
2,Bus,Helsfyr,4812,2025-01-14 06:11 PM
5,Tram,Stortinget,13878,2025-01-26 06:41 AM
3,Tram,Ullevål Stadion,7124,2025-01-08 09:51 AM
13,Train,Oslo S,1585,2025-01-21 08:49 AM
4,Metro,Storo,6399,2025-01-05 07:30 AM
10,Tram,Stortinget,6511,2025-01-31 10:59 PM
13,Tram,Tøyen,13813,2025-01-26 03:36 PM
13,Train,Lillestrøm,5963,2025-01-19 11:43 AM
11,Tram,Røa,8138,2025-01-09 08:52 PM
10,Train,Skøyen,7199,2025-01-08 07:43 AM
7,Tram,Tøyen,4478,2025-01-03 03:28 PM
20,Metro,Nationaltheatret,6842,2025-01-05 02:37 PM
19,Metro,Nationaltheatret,11490,2025-01-27 10:40 AM
9,Metro,Furuset,1822,2025-01-19 12:56 PM
10,Train,Sandvika,4998,2025-01-20 09:43 PM
9,Tram,Tøyen,4151,2025-01-27 04:01 PM
5,Train,Oslo S,7904,2025-01-25 05:24 PM
14,Tram,Stortinget,14311,2025-01-04 06:10 PM
17,Tram,Tøyen,13901,2025-01-16 10:15 AM
20,Bus,Grorud,7351,2025-01-02 12:55 PM
10,Train,Sandvika,12717,2025-01-23 11:07 AM
17,Train,Lillestrøm,3927,2025-01-16 05:29 PM
9,Metro,Storo,5949,2025-01-15 07:19 PM
17,Train,Oslo S,10153,2025-01-07 01:56 PM
11,Metro,Furuset,13380,2025-01-29 07:23 PM
15,Train,Lillestrøm,6887,2025-01-08 05:22 PM
8,Tram,Majorstuen,9941,2025-01-28 09:29 AM
7,Bus,Bislett,10886,2025-01-09 02:13 PM
10,Train,Oslo S,7439,2025-01-25 07:49 AM
13,Bus,Grorud,6464,2025-01-08 09:29 AM
6,Metro,Furuset,5342,2025-01-01 05:53 PM
13,Metro,Furuset,11616,2025-01-03 03:23 PM
20,Bus,Sinsen,12473,2025-01-16 02:59 PM
5,Train,Lillestrøm,10647,2025-01-13 11:21 AM
1,Tram,Ullevål Stadion,11262,2025-01-26 02:41 PM
7,Tram,Tøyen,1735,2025-01-22 10:51 AM
18,Metro,Furuset,10485,2025-01-09 06:00 AM
1,Metro,Jernbanetorget,2994,2025-01-28 09:32 PM
2,Train,Sandvika,8488,2025-01-31 01:13 PM
17,Train,Lillestrøm,11303,2025-01-29 07:24 AM
7,Metro,Storo,5885,2025-01-18 06:39 PM
15,Train,Sandvika,3382,2025-01-04 09:49 PM
17,Train,Oslo S,5336,2025-01-27 08:36 AM
5,Tram,Majorstuen,1512,2025-01-21 11:58 AM
13,Metro,Jernbanetorget,8907,2025-01-26 06:12 PM
3,Bus,Sinsen,3765,2025-01-25 11:52 AM
10,Train,Lillestrøm,10264,2025-01-24 09:34 PM
1,Metro,Storo,8891,2025-01-23 06:49 PM
1,Train,Skøyen,9067,2025-01-27 03:47 PM
20,Tram,Majorstuen,11900,2025-01-05 09:28 AM
10,Bus,Helsfyr,3695,2025-01-07 06:17 AM
12,Tram,Majorstuen,11889,2025-01-25 06:56 PM
17,Train,Lillestrøm,4120,2025-01-23 09:57 PM
4,Tram,Majorstuen,7463,2025-01-15 03:03 PM
3,Tram,Tøyen,1399,2025-01-05 04:50 PM
16,Bus,Helsfyr,13572,2025-01-24 10:41 PM
16,Metro,Storo,14550,2025-01-18 08:34 PM
20,Metro,Storo,12486,2025-01-26 06:10 AM
13,Train,Sandvika,12845,2025-01-24 01:11 PM
13,Metro,Nationaltheatret,5239,2025-01-03 03:27 PM
13,Metro,Storo,13831,2025-01-30 10:45 AM
2,Tram,Ullevål Stadion,1491,2025-01-17 09:59 AM
8,Train,Oslo S,2682,2025-01-30 07:13 PM
7,Train,Oslo S,4958,2025-01-17 06:05 PM
18,Tram,Tøyen,4904,2025-01-02 09:24 PM
11,Tram,Stortinget,6197,2025-01-03 03:01 PM
10,Metro,Storo,2713,2025-01-11 03:01 PM
7,Train,Lillestrøm,14383,2025-01-28 08:23 PM
2,Metro,Jernbanetorget,13891,2025-01-22 06:20 PM
20,Train,Lillestrøm,6591,2025-01-21 07:04 PM
20,Tram,Ullevål Stadion,10144,2025-01-10 07:00 PM
9,Train,Sandvika,6894,2025-01-23 07:27 PM
10,Tram,Tøyen,13658,2025-01-23 01:38 PM
1,Tram,Stortinget,4062,2025-01-17 06:33 AM
1,Train,Sandvika,10857,2025-01-09 04:04 PM
14,Bus,Grorud,2128,2025-01-14 07:23 AM
20,Metro,Nationaltheatret,11685,2025-01-22 10:09 AM
19,Bus,Helsfyr,3715,2025-01-08 05:10 PM
7,Metro,Nationaltheatret,12267,2025-01-27 10:22 AM
18,Train,Oslo S,8312,2025-01-05 06:27 AM
11,Bus,Helsfyr,10891,2025-01-28 07:08 AM
7,Metro,Storo,12145,2025-01-09 10:51 PM
16,Train,Sandvika,2093,2025-01-28 12:15 PM
16,Bus,Lambertseter,3095,2025-01-25 09:56 PM
15,Bus,Bislett,9332,2025-01-02 10:49 AM
3,Train,Oslo S,853,2025-01-27 11:27 AM
6,Tram,Røa,3214,2025-01-08 10:52 PM
2,Metro,Nationaltheatret,12223,2025-01-06 09:48 AM
1,Metro,Storo,2057,2025-01-08 06:36 PM
17,Tram,Tøyen,6408,2025-01-12 07:17 PM
7,Tram,Røa,12530,2025-01-03 06:48 PM
20,Tram,Ullevål Stadion,6056,2025-01-01 09:34 PM
1,Metro,Nationaltheatret,13350,2025-01-20 10:35 AM
17,Metro,Nationaltheatret,12602,2025-01-07 08:11 PM
3,Train,Oslo S,3537,2025-01-04 02:47 PM
20,Tram,Ullevål Stadion,1077,2025-01-22 04:32 PM
13,Bus,Lambertseter,14456,2025-01-23 10:14 AM
8,Tram,Røa,14947,2025-01-18 05:35 PM
2,Tram,Ullevål Stadion,3906,2025-01-11 09:36 AM
10,Metro,Storo,13249,2025-01-07 08:40 AM
14,Train,Lillestrøm,10315,2025-01-11 06:41 PM
2,Train,Skøyen,1315,2025-01-11 07:08 AM
19,Metro,Storo,4889,2025-01-28 03:53 PM
13,Metro,Nationaltheatret,10028,2025-01-10 06:05 AM
17,Train,Sandvika,6143,2025-01-04 12:24 PM
12,Tram,Ullevål Stadion,14392,2025-01-18 08:01 AM
10,Bus,Helsfyr,8737,2025-01-07 10:45 AM
12,Metro,Storo,9493,2025-01-08 08:09 AM
10,Tram,Stortinget,4970,2025-01-23 02:14 PM
10,Tram,Ullevål Stadion,7453,2025-01-16 10:14 PM
15,Tram,Majorstuen,1918,2025-01-02 02:51 PM
18,Metro,Furuset,11600,2025-01-20 05:03 PM
11,Metro,Nationaltheatret,5556,2025-01-05 12:27 PM
16,Metro,Nationaltheatret,7997,2025-01-05 07:35 PM
13,Metro,Nationaltheatret,11944,2025-01-27 06:24 AM
5,Tram,Ullevål Stadion,2855,2025-01-09 11:22 AM
2,Train,Lillestrøm,2407,2025-01-11 10:53 PM
2,Train,Skøyen,1733,2025-01-05 04:18 PM
6,Train,Skøyen,1827,2025-01-17 03:35 PM
7,Metro,Nationaltheatret,2296,2025-01-23 07:16 PM
7,Bus,Grorud,1429,2025-01-22 03:01 PM
20,Train,Lillestrøm,10795,2025-01-13 07:02 PM
5,Train,Skøyen,856,2025-01-26 04:33 PM
20,Tram,Tøyen,7915,2025-01-13 06:58 AM
7,Train,Lillestrøm,4438,2025-01-17 09:51 AM
19,Tram,Majorstuen,5523,2025-01-26 06:32 AM
16,Tram,Majorstuen,7824,2025-01-27 01:08 PM
20,Train,Lillestrøm,6497,2025-01-18 09:56 PM
6,Tram,Stortinget,11923,2025-01-04 07:29 AM
9,Train,Sandvika,5265,2025-01-14 07:22 PM
11,Train,Lillestrøm,1183,2025-01-31 06:19 AM
3,Tram,Stortinget,5460,2025-01-25 07:33 PM
19,Tram,Røa,10953,2025-01-31 10:18 PM
13,Tram,Røa,8056,2025-01-17 03:04 PM
5,Metro,Furuset,12065,2025-01-24 06:38 PM
8,Train,Sandvika,3899,2025-01-11 08:42 PM
13,Train,Sandvika,10243,2025-01-24 08:08 AM
19,Metro,Furuset,13938,2025-01-10 08:53 PM
8,Bus,Sinsen,1045,2025-01-27 06:51 PM
2,Metro,Storo,11682,2025-01-13 07:32 AM
9,Train,Skøyen,12448,2025-01-18 10:26 PM
5,Tram,Røa,10384,2025-01-15 07:52 PM
1,Tram,Majorstuen,2520,2025-01-26 03:06 PM
5,Metro,Storo,10583,2025-01-27 06:13 AM
11,Train,Sandvika,4836,2025-01-09 09:37 PM
4,Tram,Ullevål Stadion,7849,2025-01-01 12:50 PM
20,Metro,Nationaltheatret,988,2025-01-19 06:17 PM
19,Metro,Jernbanetorget,8206,2025-01-30 06:09 AM
6,Metro,Jernbanetorget,642,2025-01-30 01:55 PM
17,Bus,Bislett,13481,2025-01-07 09:42 PM
20,Train,Sandvika,9604,2025-01-14 06:39 AM
1,Train,Skøyen,1631,2025-01-29 10:13 PM
3,Bus,Helsfyr,1938,2025-01-27 10:32 PM
12,Train,Skøyen,2137,2025-01-17 04:10 PM
15,Train,Sandvika,2050,2025-01-11 10:08 AM
5,Tram,Stortinget,9789,2025-01-23 02:30 PM
11,Bus,Sinsen,13514,2025-01-26 10:54 PM
16,Train,Oslo S,5481,2025-01-29 07:09 AM
10,Train,Lillestrøm,5039,2025-01-10 05:45 PM
7,Tram,Ullevål Stadion,4889,2025-01-10 07:59 PM
5,Tram,Ullevål Stadion,8766,2025-01-02 10:51 PM
13,Train,Lillestrøm,11704,2025-01-15 06:16 AM
15,Metro,Jernbanetorget,5402,2025-01-25 12:56 PM
15,Train,Sandvika,1115,2025-01-03 04:53 PM
4,Metro,Nationaltheatret,11353,2025-01-12 10:47 AM
16,Train,Oslo S,7317,2025-01-26 07:05 PM
2,Train,Oslo S,4989,2025-01-23 11:17 AM
15,Bus,Helsfyr,12613,2025-01-29 06:17 PM
14,Tram,Stortinget,9245,2025-01-11 02:33 PM
10,Train,Sandvika,12253,2025-01-04 11:32 AM
12,Metro,Storo,10058,2025-01-27 10:44 PM
10,Metro,Nationaltheatret,7376,2025-01-30 07:31 PM
9,Bus,Grorud,1782,2025-01-11 04:20 PM
1,Bus,Helsfyr,12355,2025-01-05 12:50 PM
2,Train,Sandvika,13356,2025-01-26 11:29 AM
10,Bus,Grünerløkka,12043,2025-01-18 04:10 PM
15,Train,Lillestrøm,4564,2025-01-17 05:37 PM
17,Bus,Grünerløkka,14298,2025-01-15 04:51 PM
9,Metro,Jernbanetorget,5775,2025-01-29 09:40 PM
11,Metro,Nationaltheatret,706,2025-01-05 05:58 PM
12,Metro,Furuset,4156,2025-01-21 12:27 PM
6,Tram,Stortinget,3487,2025-01-28 08:58 AM
15,Train,Oslo S,7510,2025-01-15 06:12 AM
4,Bus,Grorud,1278,2025-01-06 10:03 AM
20,Tram,Røa,13808,2025-01-23 08:18 AM
1,Metro,Jernbanetorget,2771,2025-01-05 02:58 PM
8,Bus,Grorud,3099,2025-01-16 04:58 PM
11,Train,Oslo S,4963,2025-01-25 05:29 PM
8,Tram,Majorstuen,10866,2025-01-04 11:26 AM
19,Tram,Majorstuen,7854,2025-01-13 04:15 PM
7,Metro,Furuset,14209,2025-01-25 02:34 PM
5,Bus,Sinsen,10142,2025-01-25 10:00 AM
17,Bus,Bislett,12678,2025-01-15 10:49 PM
6,Metro,Jernbanetorget,2446,2025-01-28 04:42 PM
19,Metro,Storo,14439,2025-01-09 04:13 PM
10,Tram,Røa,2010,2025-01-06 12:54 PM
3,Bus,Bislett,4288,2025-01-23 03:09 PM
15,Train,Sandvika,11832,2025-01-09 10:29 AM
12,Train,Sandvika,3337,2025-01-17 06:23 AM
7,Tram,Majorstuen,11081,2025-01-04 02:48 PM
5,Train,Skøyen,9524,2025-01-03 01:19 PM
10,Tram,Stortinget,11879,2025-01-20 12:44 PM
9,Metro,Nationaltheatret,2080,2025-01-21 03:24 PM
13,Bus,Bislett,6668,2025-01-21 06:11 AM
13,Bus,Grünerløkka,4076,2025-01-23 12:29 PM
8,Tram,Tøyen,10752,2025-01-17 03:53 PM
4,Tram,Stortinget,9842,2025-01-24 08:59 AM
15,Train,Oslo S,9233,2025-01-25 08:05 AM
5,Train,Skøyen,14476,2025-01-10 10:20 PM
15,Train,Lillestrøm,1703,2025-01-19 04:45 PM
9,Bus,Lambertseter,3756,2025-01-15 07:55 PM
14,Metro,Jernbanetorget,3009,2025-01-13 09:54 AM
1,Metro,Jernbanetorget,10982,2025-01-22 10:34 AM
17,Bus,Bislett,8861,2025-01-28 06:48 PM
1,Bus,Grorud,4321,2025-01-31 06:41 AM
20,Bus,Sinsen,3758,2025-01-26 07:45 AM
9,Bus,Grünerløkka,13205,2025-01-31 08:46 AM
2,Tram,Majorstuen,3768,2025-01-10 01:18 PM
12,Train,Sandvika,646,2025-01-23 08:51 PM
11,Bus,Bislett,11522,2025-01-09 07:21 AM
17,Train,Sandvika,9008,2025-01-09 11:18 AM
11,Tram,Tøyen,13873,2025-01-17 01:55 PM
10,Train,Oslo S,2507,2025-01-28 10:10 PM
20,Bus,Sinsen,1929,2025-01-30 08:33 AM
14,Metro,Furuset,7046,2025-01-24 10:26 AM
15,Metro,Nationaltheatret,13885,2025-01-24 04:30 PM
16,Metro,Nationaltheatret,11342,2025-01-09 12:00 PM
12,Tram,Ullevål Stadion,3144,2025-01-28 04:09 PM
13,Tram,Stortinget,11706,2025-01-07 06:03 PM
16,Tram,Røa,5843,2025-01-19 08:31 PM
8,Bus,Sinsen,9293,2025-01-12 05:35 PM
4,Metro,Storo,8393,2025-01-31 02:03 PM
6,Tram,Røa,1942,2025-01-28 01:46 PM
9,Tram,Tøyen,12574,2025-01-05 10:34 AM
8,Metro,Furuset,5514,2025-01-26 08:07 PM
7,Metro,Jernbanetorget,11225,2025-01-01 03:26 PM
11,Metro,Nationaltheatret,12598,2025-01-10 08:22 AM
5,Tram,Ullevål Stadion,8000,2025-01-05 04:13 PM
2,Train,Sandvika,14341,2025-01-24 04:24 PM
16,Tram,Røa,11362,2025-01-20 09:40 AM
2,Metro,Jernbanetorget,4732,2025-01-08 10:55 PM
17,Bus,Bislett,14378,2025-01-17 08:16 PM
7,Bus,Grünerløkka,6990,2025-01-14 12:30 PM
10,Train,Oslo S,2415,2025-01-09 03:03 PM
8,Bus,Grünerløkka,11736,2025-01-10 10:24 AM
10,Bus,Bislett,11612,2025-01-29 03:37 PM
20,Train,Oslo S,8179,2025-01-10 02:07 PM
11,Train,Sandvika,13405,2025-01-23 09:28 AM
9,Train,Sandvika,4792,2025-01-04 08:49 AM
1,Bus,Bislett,4932,2025-01-18 06:34 PM
6,Bus,Grünerløkka,9669,2025-01-04 01:26 PM
7,Train,Lillestrøm,11184,2025-01-28 11:58 AM
3,Train,Sandvika,6110,2025-01-03 04:00 PM
12,Train,Sandvika,7275,2025-01-31 01:30 PM
20,Bus,Sinsen,10181,2025-01-02 10:51 PM
5,Bus,Helsfyr,7827,2025-01-23 07:37 PM
9,Bus,Bislett,10802,2025-01-12 09:25 PM
13,Tram,Røa,10222,2025-01-28 07:52 AM
7,Metro,Jernbanetorget,11933,2025-01-18 01:11 PM
5,Metro,Nationaltheatret,2124,2025-01-23 02:07 PM
13,Metro,Jernbanetorget,3953,2025-01-18 12:24 PM
19,Train,Sandvika,4557,2025-01-16 04:55 PM
17,Tram,Tøyen,10765,2025-01-05 12:22 PM
6,Train,Skøyen,2745,2025-01-22 12:27 PM
9,Metro,Jernbanetorget,2434,2025-01-31 08:06 AM
13,Tram,Stortinget,1382,2025-01-15 05:29 PM
19,Tram,Stortinget,6700,2025-01-13 12:18 PM
18,Metro,Storo,9292,2025-01-10 06:59 AM
13,Metro,Furuset,5230,2025-01-24 08:56 AM
15,Metro,Nationaltheatret,9618,2025-01-06 07:05 AM
4,Bus,Lambertseter,5084,2025-01-12 10:04 PM
10,Bus,Sinsen,6908,2025-01-12 03:36 PM
5,Tram,Tøyen,13228,2025-01-17 10:50 PM
10,Metro,Jernbanetorget,14984,2025-01-29 04:52 PM
7,Tram,Ullevål Stadion,10327,2025-01-06 02:28 PM
5,Tram,Stortinget,5384,2025-01-28 03:19 PM
3,Bus,Bislett,11480,2025-01-16 10:29 AM
6,Train,Oslo S,12838,2025-01-26 03:02 PM
3,Train,Skøyen,8503,2025-01-05 06:20 AM
7,Train,Oslo S,1994,2025-01-14 09:01 PM
6,Tram,Ullevål Stadion,11792,2025-01-05 09:47 PM
16,Tram,Stortinget,5608,2025-01-10 02:33 PM
14,Metro,Furuset,14796,2025-01-21 07:01 AM
14,Metro,Storo,3161,2025-01-02 01:48 PM
7,Bus,Helsfyr,12402,2025-01-11 08:58 AM
8,Train,Oslo S,11254,2025-01-16 02:50 PM
6,Tram,Røa,8297,2025-01-25 07:43 AM
3,Train,Sandvika,8658,2025-01-01 06:24 PM
17,Tram,Tøyen,14948,2025-01-12 04:36 PM
15,Metro,Jernbanetorget,6870,2025-01-08 06:23 PM
14,Metro,Nationaltheatret,8736,2025-01-01 08:00 AM
13,Train,Skøyen,1387,2025-01-30 09:50 AM
6,Train,Lillestrøm,6789,2025-01-31 11:15 AM
11,Tram,Tøyen,12676,2025-01-15 09:58 PM
9,Train,Oslo S,13998,2025-01-13 01:47 PM
20,Bus,Helsfyr,3163,2025-01-12 09:23 PM
6,Train,Lillestrøm,9189,2025-01-29 10:43 PM
10,Tram,Majorstuen,1720,2025-01-21 01:47 PM
5,Metro,Furuset,13973,2025-01-22 09:53 PM
4,Metro,Nationaltheatret,9087,2025-01-31 10:20 AM
19,Tram,Tøyen,6088,2025-01-13 07:26 AM
11,Train,Sandvika,14940,2025-01-04 11:54 AM
18,Train,Lillestrøm,11142,2025-01-29 02:01 PM
3,Tram,Stortinget,7422,2025-01-04 07:46 AM
8,Train,Skøyen,14195,2025-01-05 03:31 PM
9,Train,Skøyen,11363,2025-01-10 10:40 AM
13,Train,Lillestrøm,3089,2025-01-24 12:58 PM
7,Train,Oslo S,9791,2025-01-09 09:42 AM
12,Train,Oslo S,14049,2025-01-24 07:34 AM
3,Metro,Jernbanetorget,6816,2025-01-16 03:38 PM
12,Metro,Jernbanetorget,4529,2025-01-01 07:20 PM
15,Metro,Nationaltheatret,4401,2025-01-01 06:21 PM
9,Train,Sandvika,2948,2025-01-01 05:28 PM
9,Train,Oslo S,9516,2025-01-31 09:27 AM
15,Metro,Furuset,7221,2025-01-24 03:30 PM
19,Bus,Helsfyr,4438,2025-01-11 03:45 PM
6,Train,Skøyen,7556,2025-01-14 01:42 PM
17,Train,Skøyen,2159,2025-01-23 09:54 PM
19,Metro,Furuset,6717,2025-01-10 01:14 PM
17,Bus,Lambertseter,9373,2025-01-28 06:08 AM
10,Metro,Storo,4830,2025-01-13 02:36 PM
18,Bus,Grorud,8987,2025-01-12 08:01 PM
8,Bus,Sinsen,6506,2025-01-20 06:32 PM
15,Bus,Sinsen,14296,2025-01-28 07:54 AM
12,Train,Lillestrøm,11651,2025-01-13 10:21 AM
5,Metro,Furuset,3495,2025-01-31 01:34 PM
13,Train,Sandvika,1024,2025-01-14 01:20 PM
9,Train,Oslo S,13967,2025-01-09 06:44 AM
4,Tram,Majorstuen,2337,2025-01-24 10:45 PM
18,Train,Sandvika,3374,2025-01-30 09:03 PM
13,Bus,Bislett,13074,2025-01-14 01:43 PM
3,Train,Oslo S,10165,2025-01-07 07:46 PM
20,Train,Lillestrøm,5909,2025-01-03 07:41 AM
9,Tram,Røa,6835,2025-01-07 04:02 PM
18,Bus,Lambertseter,9713,2025-01-23 07:47 PM
15,Train,Sandvika,5985,2025-01-11 02:10 PM
7,Train,Oslo S,9002,2025-01-06 03:19 PM
8,Train,Skøyen,7816,2025-01-07 07:43 PM
15,Metro,Storo,11965,2025-01-13 04:42 PM
10,Bus,Sinsen,553,2025-01-24 05:31 PM
14,Metro,Storo,11332,2025-01-18 10:31 AM
1,Train,Skøyen,11162,2025-01-30 09:40 PM
4,Metro,Storo,11959,2025-01-17 11:40 AM
16,Bus,Grorud,1477,2025-01-11 07:54 PM
18,Train,Sandvika,13930,2025-01-17 04:50 PM
7,Train,Skøyen,3069,2025-01-12 06:38 AM
13,Bus,Grünerløkka,7017,2025-01-27 06:44 AM
9,Tram,Majorstuen,8249,2025-01-21 08:43 PM
5,Train,Skøyen,3341,2025-01-20 03:43 PM
12,Train,Lillestrøm,11722,2025-01-15 10:51 PM
11,Train,Sandvika,1892,2025-01-14 01:21 PM
17,Train,Oslo S,7368,2025-01-17 10:57 PM
3,Metro,Nationaltheatret,5423,2025-01-23 05:16 PM
13,Tram,Tøyen,6384,2025-01-02 03:33 PM
13,Metro,Storo,14148,2025-01-30 05:29 PM
17,Bus,Grorud,3510,2025-01-28 11:34 AM
16,Bus,Grorud,11354,2025-01-27 09:02 PM
13,Bus,Lambertseter,3691,2025-01-07 04:15 PM
20,Tram,Ullevål Stadion,10827,2025-01-07 08:28 PM
18,Metro,Jernbanetorget,5825,2025-01-21 11:38 AM
12,Metro,Nationaltheatret,7474,2025-01-12 12:19 PM
1,Metro,Storo,5358,2025-01-03 05:12 PM
2,Train,Oslo S,2672,2025-01-18 07:30 PM
16,Metro,Nationaltheatret,2718,2025-01-24 11:55 AM
12,Tram,Ullevål Stadion,8375,2025-01-17 10:22 PM
17,Bus,Helsfyr,14601,2025-01-15 09:52 AM
6,Tram,Stortinget,1601,2025-01-08 10:28 PM
1,Metro,Storo,6567,2025-01-12 08:17 AM
13,Bus,Sinsen,6020,2025-01-15 03:53 PM
14,Train,Lillestrøm,7155,2025-01-04 01:56 PM
20,Bus,Helsfyr,13844,2025-01-08 09:03 PM
4,Bus,Sinsen,11500,2025-01-13 07:22 PM
13,Bus,Grorud,5837,2025-01-15 01:19 PM
14,Bus,Sinsen,6673,2025-01-06 06:59 PM
12,Train,Lillestrøm,1992,2025-01-25 11:59 AM
5,Train,Sandvika,12452,2025-01-16 08:39 AM
16,Train,Lillestrøm,9501,2025-01-19 09:46 AM
15,Train,Skøyen,4398,2025-01-03 10:33 AM
1,Train,Skøyen,10100,2025-01-02 09:11 AM
18,Train,Sandvika,14831,2025-01-08 08:49 PM
6,Tram,Ullevål Stadion,14816,2025-01-18 05:09 PM
6,Metro,Nationaltheatret,12721,2025-01-26 07:02 PM
13,Train,Lillestrøm,10207,2025-01-07 08:44 AM
8,Metro,Jernbanetorget,11169,2025-01-17 12:10 PM
11,Train,Lillestrøm,512,2025-01-04 10:59 PM
11,Metro,Nationaltheatret,13771,2025-01-10 01:49 PM
6,Train,Lillestrøm,3461,2025-01-24 03:29 PM
20,Bus,Bislett,10662,2025-01-05 04:09 PM
16,Metro,Storo,10473,2025-01-01 04:41 PM
1,Tram,Stortinget,9956,2025-01-19 02:52 PM
4,Metro,Furuset,6884,2025-01-06 11:23 AM
2,Metro,Storo,5726,2025-01-23 09:10 PM
13,Train,Lillestrøm,7746,2025-01-26 07:00 PM
13,Train,Sandvika,7476,2025-01-31 02:22 PM
14,Train,Sandvika,11978,2025-01-27 12:30 PM
2,Train,Lillestrøm,4964,2025-01-30 08:41 PM
11,Bus,Sinsen,13814,2025-01-26 06:40 PM
13,Tram,Ullevål Stadion,7816,2025-01-22 09:38 AM
18,Metro,Furuset,14123,2025-01-15 09:19 PM
8,Train,Skøyen,6726,2025-01-07 10:35 AM
2,Train,Sandvika,10071,2025-01-02 07:35 PM
1,Metro,Furuset,1107,2025-01-22 07:56 PM
12,Metro,Storo,784,2025-01-09 06:43 AM
3,Train,Lillestrøm,3102,2025-01-06 10:35 PM
19,Train,Sandvika,12849,2025-01-01 01:02 PM
8,Train,Oslo S,1521,2025-01-02 12:36 PM
7,Tram,Ullevål Stadion,9406,2025-01-31 10:55 PM
11,Train,Lillestrøm,8523,2025-01-01 06:47 PM
